tweets,status
"Mientras más de 1 millón niños de la costa del #Ecuador tengan dificultades para iniciar su año escolar, la frase #FelizDíaDelNiño es una frase vaciada de contenido. 
#coronavirus
#1Junio
#Covid_19 
@EcuadorVideo
@ecuabot
https://t.co/0Blts2XbR2",negativo
"@bogotamuyfirme @Sinpalabras326 @ClaudiaLopez Sao paulo Brasil  100.000
Río Janeiro brasil 50.000
Buenos Aires 9.700
Nueva york   360.000
Nueva Jersey 150.000
Guayas ecuador  14.000
Ciudad de méxico  24.000
Pandemia mundial. 
Colombia la corrupción y pobreza mata mucho más, 
Amazonas y el Pacífico en peligro por el covid19.",negativo
"Ecuador registra hasta este lunes 3.394 fallecidos oficiales, 2.135 probables y 39.994 positivos por COVID-19, informó el Ministerio de Salud Pública. 

➡ https://t.co/QgcKGiD11R https://t.co/xr9zoOYSfL",negativo
"El Coronavirus nos quitó la oportunidad de ver a Little Big en el festival de Eurovisión.
No nos olvidemos de eso tampoco.",negativo
#Coronavirus: Quito está con hospitales saturados y se alista para ir a un amarillo diferenciado https://t.co/xg4LdfM2ts https://t.co/gAXF0ETKLy,negativo
"Coronavirus: Los aeropuertos ecuatorianos retoman vuelos en junio 10 
cosas que cambian la forma de viajar en avion ,""""",positivo 
"Ecuador supera los 40.000 positivos y registra 3.438 fallecidos por COVID-19 - https://t.co/htD901Ggti

#SoyNuevaPrensa #Azuay #COVID19 #Pichincha #Quito #Salud #Teschilas #Virus #Global https://t.co/EpAL1Trypz",negativo
Más de 12 000 trabajadores han perdido su empleo por figura de fuerza mayor en Ecuador https://t.co/fVLPopTQKr por @eluniversocom,negativo
" @PoliciaEcuador: Intensificamos los operativos de control durante el #ToqueDeQueda, para contrarrestar la propagacion del coronavirus en,""""",positivo 
"CONFIRMADO!!
zombie_cunuhay será parte del histórico #EMMA16 LIVE PASS (sin público) que se llevará a cabo el 25 de Julio en #Ecuador!! 🇪🇨
⛑Protocolo anti Sars COVID19⛑
#somosemma #somosmadeinecuador 
#QuedateEnCasa… https://t.co/fhLGr2ez8s",positivo
"@LoloCienCanas: Allanan el Municipio de Quito por presunto sobreprecio en pruebas Covid 19 Y CUANDO A LA PREFECTURA DEL GUAYAS O los s,""""
",negativo 
Las medidas de cuarentena por #coronavirus están flexibilizándose en# Ecuador y en otros países. Toma nota de estas sugerencias. 👇 https://t.co/GpBiA3d30J,positivo
Más de 12 000 trabajadores han perdido su empleo por figura de fuerza mayor en Ecuador ► https://t.co/ddXZXdpvuf https://t.co/RSFrkaQwYP,negativo
"El Ministerio de Salud informa que el jueves 4 de junio Ecuador registró 3534 muertos por coronavirus y 2356 fallecidos probables por COVID-19-&gt;
https://t.co/5MxDsltgAd https://t.co/WrPzJJP20I",negativo
"ÚLTIMA HORA  Ecuador registra 1.140 nuevos casos de coronavirus y 263 fallecidos, tras dos días sin ofrecer balance",negativo
Allanan Municipio de #Quito por #sobreprecios en compra de pruebas #coronavirus ,negativo
"Mientras en Imbabura hasta el peaje ya empezaron a cobrar. Y estamos en rojo 🔴_x000D_
#peaje #EcuadorEnCrisis #coronavirus #imbabura https://t.co/qMpdfinctn",negativo 
" @GoberChimborazo: #Chimborazo | Infografia emergencia sanitaria por COVID-19 en la provincia, con corte 11:30 del lunes 25 de mayo de 20,""""",negativo
Andalucía prevé ceder respiradores a Ecuador con un protocolo de colaboración https://t.co/ndjwDBcQyA https://t.co/aNkMWFa2rG,negativo
"CNN en Español (@CNNEE) Tweeted: Repasa las noticias más destacadas del día en solo 40 segundos, incluidos los datos más recientes sobre #GeorgeFloyd, 
la reapertura de escuelas en Estados Unidos y el nuevo récord de deforestación: https://t.co/ARFAb5oHlY (https://t.co/EJ6KJUHOrI)",negativo
"#Internacional 💣🇪🇨|| Además de este ataque, también investiga otros hechos registrados en el sistema hospitalario durante la emergencia, 
como compras con sobreprecio de insumos médicos https://t.co/JJ9t7Jv6F5",negativo
"@MarcoAnibal: Moreno no trabaja ni deja trabajar Realmente el peor presidente de la historia  QUITO atraviesa el momento mas duro de l,""""",negativo 
"@Lenin Gracias a que usted ha hecho buenas relaciones con otras naciones a nivel mundial, hoy en día ecuador se ve grandemente beneficiado por muchos países! 100mil pruebas que nos ayudarán con la lucha en contra del Coronavirus",positivo
"#ClassInforma #1Junio | El Ministerio de Salud Pública de #Ecuador informó que el país alcanzó los 39.994 positivos en #coronavirus, con 3.394 fallecidos oficiales, 
2.135 probables.  Los datos por provincias indican… https://t.co/7doLcFHotA",negativo
"#Ecuador 
La #pandemia no solo ha afectado a las zonas con más contagios. La falta de servicios básicos y el paro de actividades económicas han complicado la crisis en la #FronteraNorte. 
Nuestro reporte:
👇👇👇
https://t.co/l7cpCFBi2H
#EmergenciaSanitaria #Esmeraldas #Covid19 https://t.co/EYwjCaLauD",negativo
"La @ONU_es ya hizo el pedido, pero en Ecuador se ha hecho caso omiso, y esto conlleva al 
contagio en las carceles d ,""""",negativo 
"En Ecuador la corrupción es tan letal que incluso roba el protagonismo que tenia el #COVID19 #EcuadorEnCrisis #FiscaliaEc #Bucaram #Quito
 #CorrupcionPrefectoMorales https://t.co/QxywNjyiOW",negativo
"hablen serio @RichardM_A @Lenin @ottosonnenh .
digan algo!!!
porque esto es indignante.....
y nos meten el dedo A TODOS con las #medidasparche !

#economia #covid19 #coronavirus #ecuador https://t.co/TxRmPh97m8",negativo
Estudio revela que en #Portoviejo hay más de 48 mil personas contagiadas con #coronavirus.,negativo
"😷 EE.UU. supera los 100 000 muertos por covid-19, según Johns Hopkins - El Comercio (Ecuador) 👉 https://t.co/04YRfhwz7C 💊 #Medical #GroupZirigoza",negativo
"(Datos Actualizados) La provincia de Cuenca registra 5 nuevos contagios por Coronavirus, y ningún fallecido en esta jornada... https://t.co/orpbUQPQiO",negativo
"El webinar ""Desafíos y estrategias de la ESS en tiempos de la crisis del #COVID19"" rumbo al #GSEF2021, contará con la participación del titular de 
@SedecoCDMX, @FadlalaAkabani; la SG de #GSEF, Lawrence Kwark; y especialistas de Argentina, Ecuador, España y República Dominicana. https://t.co/9QY6NAMMSE",positivo
"Este 1 de junio del 2020, el Comité de Operaciones de Emergencia informó que en #Ecuador se registran 39.994 casos de #coronavirus, 
y 3394 fallecidos. https://t.co/BQb7ajGVJJ https://t.co/fgzeLIFVuS",negativo
"Coronavirus en Ecuador: la tragedia de las familias de Guayaquil que no encuentran a sus muertos - 
BBC News Mundo https://t.co/anxCqdGwxA",negativo 
" @paultutiven: ATENTOS: Desde el martes 2 de Junio Daule se convierte en el segundo canton del pais en pasar a semaforo verde - Daule fu,""""",negativo
"#LaManá #Cotopaxi: El personal del centro de salud #Chipehamburgo brinda consejería a los usuarios en la sala de espera sobre la importancia 
del distanciamiento social durante la emergencia sanitaria para evitar la propagación del COVID19 #QuédateEnCasa https://t.co/s79kNCMv01",positivo
"#Salud | Nuevo estudio certifica que mantener tres metros de distancia y usar protectores faciales/oculares es indispensable para reducir la 
transmisión del coronavirus #Covid19 &gt;&gt;&gt;https://t.co/kVykSO2MVQ https://t.co/muLrgHpXcf",positivo
" @PiojoLopezEc: La @ONU_es ya hizo el pedido, pero en Ecuador se ha hecho caso 
omiso, y esto conlleva al contagio en las carceles de Ecua,""""",negativo 
Coronavirus en Ecuador: aeropuerto de Quito reanuda operaciones comerciales  👉 https://t.co/qqBJM7Q4GD https://t.co/rpMqrwzsvY,positivo
" @PiojoLopezEc: La @ONU_es ya hizo el pedido, pero en Ecuador se ha hecho caso omiso, y esto conlleva al
 contagio en las carceles de Ecua,""""",negativo 
RT @elcomerciocom: #Covid19 | Uso de bicicletas subió un 650% en #Quito; Municipio alista un plan para los ciclistas que necesiten usar bus…,positivo
" @EspochRio: No te pierdas el webinar gratuito Situacion economica, empresarial y universitaria en el Ecuador frente a la emergencia san,""""",positivo 
"En Latinoamérica ha aumnetado el uso de la bicicleta debido a la emergencia sanitaria. Tal es el caso de Quito, Ecuador. Lee más de este cambio en la movilidad urbana: https://t.co/QAyjSaTQIf",positivo
#ATENCIÓN Aumentan los casos confirmados de #coronavirus en #Ecuador-&gt; https://t.co/WefpcJmCr7 https://t.co/blIlGqwEQ9,negativo
" @lgaslonde: Se requiere localizar con urgencia a sus familiares en Venezuela Se trata del Doctor Rommel Casanova, venezolano, Medico Pe,""""",negativo
En Ecuador registraron 1.140 casos de coronavirus en dos días  https://t.co/NEfUP495OB https://t.co/GRB52QMvRG,negativo
" @CanarCJ: @CanarCJ en coordinacion con el @gadicanar, procedio a pintar las señales de distanciamiento en el ingreso de la Unidad Judic,""""",positivo 
"Abrió el aeropuerto de Quito luego de 75 días cerrado por la pandemia de coronavirus
🔗 https://t.co/zjLTMC8Le1 https://t.co/zeFkSbBQDd",positivo
" @FFAAECUADOR: #Guayas| El Comando Logistico N° 74 Huancavilca, en apoyo al Municipio de Guayaquil, instalo dos carpas climatizadas en l,""""
",positivo 
"#EMERGENCIA | #COVID_19 Rusia desarrolla #vacuna nasal contra el #coronavirus En julio se haran ensayos clinicos  ,""""",positivo 
"Coronavirus en Ecuador: Pacientes aislados en casa integran lista de recuperados - 
https://t.co/UgFPsD2cYs https://t.co/LPpetqJM9B",positivo 
"#ATENCIÓN | En estas 48 horas, #Ecuador registró 106 fallecidos. El número de decesos por #COVIDー19 pasó de 3.486 a 3.592. 
» https://t.co/G0hRwxiSW0 https://t.co/XxDL8CxmmL",negativo
"Ecuador registra 1,140 nuevos casos de coronavirus y 263 fallecidos, tras dos días sin ofrecer el balance. https://t.co/yBucKr0l0K",negativo
" @lgaslonde: Se requiere localizar con urgencia a sus familiares en Venezuela Se trata del Doctor Rommel Casanova, venezolano, Medico Pe,""""",negativo
"@AeropuertoUIO @LoroHomero @MunicipioQuito @ObrasPublicasEc @ServiAeroQuito @Quiport @SandroRuizSa @pabgalindo @DGAC_Ecuador Sr Alcalde la NUEVA NORMALIDAD exige estar atentos para evitar lo de Gye.
Pongo a su disposición producto Alemán con Nanotecnología que MATA al CORONAVIRUS con 1 aplicación y su efecto se mantiene por un año,100,% ecológico,con CERTIFICADOS.
Me concede una reunión para explicarle",positivo
" @PiojoLopezEc: La @ONU_es ya hizo el pedido, pero en Ecuador se ha hecho caso omiso,
 y esto conlleva al contagio en las carceles de Ecua,""""",negativo 
"RT @patoedg: Hay q cumplir con 3 aspectos fundamentales para mantener la curva 
#COVID19 controlada y no colapsar los sevicios sanitarios en…",positivo 
"Una de las zonas que merece atención por su vulnerabilidad es la Sierra centro, en donde están algunos cantones de Tungurahua, Chimborazo, Bolívar y Cañar. En esta zona se registran considerables tasas de casos confirmados.
 https://t.co/M9zcbqggh9",negativo
"Los vuelos comerciales en el aeropuerto de #Quito se reanudaron este lunes, con los protocolos y medidas sanitarias por #COVID19. 
✈️ Reporte de vuelos internacionales de @AeropuertoUIO #Ecuador ⤵️ https://t.co/dKL1ICjQoM",positivo
". @LDU_Oficial toma pruebas del coronavirus a sus jugadores, con semáforo en rojo, y no cumple protocolo de la #LigaPro ➡ https://t.co/qJ0jsSNy0P https://t.co/IuIRViIseU",negativo
"Todos podemos sumar esfuerzos para mantener el aislamiento físico, las medidas higiénico-sanitarias y la responsabilidad ciudadana frente al #COVID19.",positivo
" @RafaelCartay: Un medico pediatra venezolano  lucha por su vida en un hospital de Quito contra el covid 19 Oramos para que resista y se,""""",positivo 
"#Coronavirus #04Jun Sudamérica Ranking CONFIRMADOS [Total Casos]  1. 🇧🇷Brasil [Nro.  2 🌐] 2. 🇵🇪Perú   [Nro.  9 🌐] 3. 🇨🇱Chile  [Nro.13 🌐] 4. 🇪🇨Ecuador 5. 🇨🇴Colombia
 6. 🇦🇷Argentina 7. 🇧🇴Bolivia 8. 🇻🇪Venezuela 9. 🇵🇾Paraguay 10. 🇺🇾Uruguay https://t.co/NkwkUf3OTD",negativo
"@CIDH muestra 'alarma' por propagación de #coronavirus entre indígenas amazónicos de #Ecuador   Mas de 180 casos registrados y una decena de muertes vinculadas.  
Lee más @elcomerciocom: https://t.co/BQJltdFUaw https://t.co/j0qaEU93WR",negativo
"Efectivos del Municipio de Quito participaron en el control sancionatorio interinstitucional del 'Toque de Queda', para verificar el cumplimiento de medidas 
sanitarias preventivas y evitar la propagación del #COVID19. #DisciplinaParaVolver #ConMedidasSalvamosVidas https://t.co/b558KbkSol",positivo
"RT @Lenin: @DrJuanCZevallos confirmó que el 89% de contagiados por #COVID19 se han recuperado. De las 110.812 pruebas realizadas, menos de…",positivo
"#Ecuador y #Colombia aprobaron y firmaron el plan operativo de seguridad binacional (Poab) 2020, en el contexto de la emergencia sanitaria que padece el país 
por el coronavirus, causante de la enfermedad #covid_19. Detalles en: ► https://t.co/d2Ju3WWv7h https://t.co/IvGEdctFAJ",positivo
"#Ecuador Provincias más afectadas por #COVID19 según pruebas PCR 
#Guayas registra 14.128 casos (44,9%)
#Pichincha tiene 4.087 pacientes (13,0%)
#Manabí cuenta con 2.379 contagios (7,6%)
#LosRíos presenta 1.545 infectados (4,9%)
#ElOro reporta 1.210 positivos (3,8%) https://t.co/DmRi40N5ZK",negativo
Coronavirus: Colegios anunciarán por canales digitales a los abanderados y escoltas ► https://t.co/zXJNQxfA1z https://t.co/EoRjuyqQbU,positivo
" @carlosvasquez9: Delfin regresara a los entrenamientos el 8 de junio, 2 dias antes, toda la 
plantilla sera sometida a pruebas rapidas de,""""",positivo 
"En las últimas 24 horas fallecieron 17 personas más, asociadas a la #pandemia. #Ecuador https://t.co/plR9QBPX8h",negativo
" @revistavistazo: #ATENCIÓN A pesar de las medidas de aislamiento o distanciamiento social por #COVID-19, decenas de ciudadanos se congre,""""
",negativo 
"17. 475 vidas se perdieron en #Ecuador por encima del nivel histórico; corte al 1 de junio, con datos de Registro Civil. 
Es el verdadero saldo del #coronavirus.
@paulmenam EL UNIVERSO 
👇 
Consulte en:  https://t.co/uFck7o8K9s https://t.co/6LUxZ65zQY https://t.co/r2xCUzhgIw",negativo
"#ATENCIÓN | 4.620 pacientes han recibido el alta hospitalaria, mientras 11.399 obtuvieron el alta epidemiológica. » https://t.co/o9mqxDdP3k
#Covid_19 https://t.co/e1EDYMvIqz",positivo
"El número de fallecidos se elevó a 5,970, entre muertes confirmadas y probables.  https://t.co/qd1NVwWt6i",negativo
"Hotel Mansion Alcazar en Cuenca cierra por crisis del coronavirus  #ActualidadTuristicaEc  E ,""""",negativo 
"#Quito hoy inicia el #SemáforoAmarillo, recuerda cumplir con estas tres reglas indispensables para cuidar tu salud y la de tu familia
¡#Covid19 lo vencemos todos! https://t.co/r21hluirtx",positivo
"Acata las disposiciones con responsabilidad, #QuedateEnCasa, si no lo haces estas exponiendote a ti y a los demas a ,""""",positivo 
"VIDEO | Casos confirmados de coronavirus llegaron a 39.994 en Ecuador.
-
Detalles aquí 🔽 : https://t.co/eNNbybCckh",negativo
RT @Roberto35248909: Chuma virtual jajaja #AEcuadorLoSacamosTodos #EcuadorEnResistencia #covid19 #emprendimiento #ecuador #cuenca #guayas #…,negativo
"#Salud | Nuevo estudio certifica que mantener tres metros de distancia y usar protectores faciales/oculares es indispensable para reducir la 
transmisión del coronavirus #Covid19 &gt;&gt;&gt;https://t.co/kVykSO2MVQ https://t.co/muLrgHpXcf",positivo
Las cifras actualizadas del avance del #coronavirus en #Ecuador registran 42.106 casos confirmados y 3.592 personas fallecidas. Revisa el mapa de contagios. ⬇️,negativo
#RivaSinvergüenzas #COVID19 #Covid_19 #coronavirus #cuarentena #Temblor #Sismo https://t.co/fBKc2QtC3i,negativo
" @RafaelCartay: Un medico pediatra venezolano  lucha por su vida en un hospital de Quito contra el covid 19 Oramos para que resista y se,""""",positivo 
"#QUITO | Desinfección de unidades de transporte de la Ecovía en la estación Río Coca, en el norte de la ciudad. El servicio se restableció este miércoles con protocolos por el #covid19

Video: @dpallerismo https://t.co/vl7QNTnkJS",positivo
"PANDEMIA EN GADs(AgenciAne)Pandemia  de corrupción para comprar insumos para enfrentar coronavirus entró  en gobiernos autónomos descentralizados de 
Guayas y Pichincha. Prefecta de Pichincha,Paola pabón por compra de bolsos para muertos  es acusada de peculado",negativo
" @MetroEcuador: Alarmante aumento de casos de #COVID-19 en Quito  ,""""",negativo 
Estudio revela que en #Portoviejo hay más de 48 mil personas contagiadas con #coronavirus.,negativo
Siga los consejos del @CDCgov: https://t.co/TqyErCuUS3,positivo
" @pichinchauniver: #Nacionales | Familiares de medicos y enfermeras que han fallecido contagiados de Covid-19 en hospitales exigen al Es,""""",negativo
"RT @noticias4vision: La periodista @fiorentinatcs nos cuenta como vive el futbolista profesional salvadoreño, Ricardo “El Chino Orellana”,…",positivo 
Los casos de coronavirus #COVID19 superaron la barrera de los dos mil en #Manabí. Estas son las cifr…,negativo
" @tomebamba: Este 25 de mayo, la Coordinacion Zonal 6 de Salud registra 1207 casos positivos de #Covid_19, en las tres provincias de su,""""",negativo
" @Salud_CZ8: Seguimos cumpliendo con el compromiso de cuidar de la salud de los ciudadanos, @MD_FranciscoPG Cordinador @Salud_CZ8 junto a,""""",positivo 
Coronavirus en Ecuador: En un día Quito reporta 61 nuevos casos y Guayaquil 2  https://t.co/bcPPEfKTS9 https://t.co/mjgp3g4woo,negativo
"🔉| ¡ATENCIÓN!
-
Conoce la situación de los  39.994 casos confirmados de coronavirus en Ecuador ¿Cuántos tienen aislamiento domiciliario?
Detalles⬇️ 
https://t.co/MWbjrLM2mC",negativo
"Ecuador: Evolución de la tasa de letalidad por día.  #COVID19  #coronavirus #coronavirusEcuador #Covid_19ec #COVID19Ecuador 
#QuédateEnCasa #Ecuador #Rstats https://t.co/2o7yDnmwfZ",negativo
"@lida88520001 @LoroHomero @CarlaCardenasR A partir de este 3 de junio los establecimientos turísticos pueden iniciar sus actividades previo el cumplimiento de
 protocolos de bioseguridad emitidos por la Autoridad Nacional de Turismo y aprobados por el COE-N. Los protocolos están disponibles en: https://t.co/N7NCkoPfYy",positivo
" @LaReinaDeNarnia: @lahistoriaec @CLMoralesB El prefecto del Guayas, tras que es vago es pillo Demoro en brindar ayuda a Guayaquil cuand,""""
",negativo 
"¡Buenos días!
https://t.co/Zh8Jgm7TyL 
Hoy miércoles 3 de junio, se activa el #SemáforoAmarillo #Quito y estas son las medidas de #restricción #vehicular https://t.co/7cwYotmnyk",positivo
"#UnidosPorEcuador La iniciativa “Loja Impresión 3D” tiene como objetivo crear máscaras faciales 3D, mascarillas y un respirador artificial 3D para mitigar el impacto del coronavirus ▶️ https://t.co/OYLA2VUU73",positivo
"🛑 #ACTUALIZACIÓN Ecuador casos covid19, 1 junio: 39.994 contagiados. 3.394 fallecidos por coronavirus y 2.135 con sospecha https://t.co/TGrWqtU3nk a través de @TuVozTV",negativo
"Tenemos pocos días para recolectar fondos para los Recicladores de #Quito 
Su trabajo salva el planeta, cuids nuestra ciudad ¡Apoyémoslos! Dona aquí:
#coronavirus #JuntosEcuador #Covid_19
#COVID19
https://t.co/egSWM29Nc8",positivo
"Pareciera que el encierro les quitó los modales, sepan que por decir: Buenos días, tardes, noches no se contagian de coronavirus.",negativo
"#Economía @BancoCentral_Ec proyectó un decrecimiento de la economía del #Ecuador de entre el 7,3 y el 9,6 por ciento para este año, a causa del #coronavirus; aunque también influyen otros factores. Más detalles:  https://t.co/jWJCfyXgQ4 #Ecuador #EmergenciaSanitaria #Covid_19 https://t.co/N5VL3oc8CH",negativo
"#Ecuador | 72 cantones ya están en amarillo, el miércoles 3 de junio de 2020 se suman siete https://t.co/slvjUgAV6H",positivo
"#diseño #MarketingDigital #MMAdvisory #MMAdvisory2020 #Guayaquil #Ecuador #11May #Coronavirus 
#FelizLunes #Covid_19 #SeguimosDePie #Pichincha #Twitter https://t.co/E09cfnrco1",positivo 
"El doctor Eugenio Suárez Utria, que trabajaba en Guayaquil, es el segundo médico cubano que fallece en Ecuador a causa de la COVID-19.

https://t.co/teC9bS8sru",negativo
"#ALARMANTE | #ECUADOR 6 mil #muertos en emergencia por #coronavirus en #Ecuador. La provincia con más casos sigue siendo Guayas con 14.326, le sigue Pichincha con 4.375; #Manabí con 2.696.   https://t.co/Nmuy8fEST4",negativo
"#ATENCIÓN| Este miércoles, 3 de junio, Quito cambia a #SemaforoAmarillo 🚦
¿ No olvides que las placas para circulación vehicular cambian 🚘 y el toque de queda empieza a las 21:00.👇😷🚥
#SemaforoAmarilloEnQuito 
#COVID19 #Covid_19 @Alferbaq  @johannacanizare @HolguerEC https://t.co/3MCETP3kq3",positivo
" @GobiernodManabi: En El Cady de Colon del canton #Portoviejo dos brigadas moviles de salud del 
#GobiernoDeManabi realizaron visitas domi,""""",positivo 
"La periodista @fiorentinatcs nos cuenta como vive el futbolista profesional salvadoreño, Ricardo “El Chino Orellana… https://t.co/nQEtJxhfVd",positivo 
según comentarios hay gente que se está contagiando en los mercados de coronavirus manejando frutas y hortalizas la banana que viene de ecuador y de Brasil no es un portador posible,negativo
"#Salud | Nuevo estudio certifica que mantener tres metros de distancia y usar protectores faciales/oculares es indispensable para reducir la 
transmisión del coronavirus #Covid19 &gt;&gt;&gt;https://t.co/9Zpw52oheR https://t.co/7SFLSOoZvy",positivo
"El Hospital Vicente Corral Moscoso mantienen abierta su area de emergencias para la atencion de 
necesidades diferen ,""""",positivo 
#Salud | Nuevo estudio certifica que mantener tres metros de distancia y usar protectores faciales/oculares es indispensable para reducir la transmisión del coronavirus #Covid19 &gt;&gt;&gt;https://t.co/9Zpw52oheR https://t.co/7SFLSOoZvy,positivo
"#Tremendo || #Enterate   “Creditos” por #COVID19 para empresas, se repartieron entre vecinos, amigos y conocidos de… https://t.co/LMVtF0okkz",positivo 
Ecuador: abrió el aeropuerto de Quito luego de 75 días cerrado por la pandemia de coronavirus https://t.co/1vA3MtgcF5,positivo
"#Ecuador Provincias más afectadas por #COVID19 según pruebas PCR 
#Guayas registra 14.128 casos (44,9%)
#Pichincha tiene 4.087 pacientes (13,0%)
#Manabí cuenta con 2.379 contagios (7,6%)
#LosRíos presenta 1.545 infectados (4,9%)
#ElOro reporta 1.210 positivos (3,8%) https://t.co/DmRi40N5ZK",negativo
Chuma virtual jajaja #AEcuadorLoSacamosTodos #EcuadorEnResistencia #covid19 #emprendimiento #ecuador #cuenca… https://t.co/IoQhHCFBNG,positivo 
" @telmomacas: Es responsabilida de todos y cada uno de nosotros el cuidarnos para no contagiarnos, en Loja #NosCuidamosTodos  del #Covid_,""""",positivo 
" @teleamazonasec: #VIDEO El Municipio de #Quito ha realizado apenas 624 muestras de deteccion de Covid-19 ,""""",negativo 
"#Actualización: Estas son las cifras del coronavirus en Ecuador, que el gobierno anuncia hasta el día de hoy. https://t.co/HdJCdFYtHS",negativo
"Miguel Loja, exfuncionario del IESS, se encuentra prófugo desde hace un mes y ahora es objetivo de la Fuerza de Tarea de la Fiscalía. ► https://t.co/omYUlAISze",negativo
"🔴#ACTUALIZACIÓN l Estas son las cifras en torno al #coronavirus en #Ecuador 
🛑 39098 casos confirmados
🛑 3358 fallecidos por #covid-19
🛑 2154 fallecidos por probable #coronavirus
✅  3900 recuperados 
✅ 4475 con alta hospitalaria
✅ 11216 con alta epidemiológica https://t.co/KQlO9JZkY6",negativo
"Quito, 2 de junio 2020, día 79 #Covid19 #QuédateEnCasa #StayHome https://t.co/2sqRjbtUUS",negativo
"""El #coronavirus forzó a cerrar las granjas de productos lácteos en Ecuador. 
Fue entonces cuando Álvaro Ramón tuvo la idea de regalar sus excedentes de leche para ayudar a las familias más afectadas por el confinamiento"".
https://t.co/FFAE86Xrfp",negativo
#Floreana| Fumigamos los lugares estratégicos de la isla como medida de prevención del #COVID19 en coordinación con el Gad Parroquial Santa María.,positivo 
"Estuardo López, presidente de la Confraternidad Evangélica Ecuatoriana nos habla del #Covid19 en el país, y también de las imágenes en #Guayaquil, con los #hospitales y las #ambulancias en problemas. “Los #cadáveres eran puestos en la calle"", nos cuenta. 
https://t.co/vdSY03e1sb https://t.co/jFJwN38RMe",negativo
#Militares que sepultaron #muertos por #coronavirus en Guayaquil reciben #terapias psicológicas.…,positivo
" @notimundoec: #NACIONAL | El titular del Ministerio de Telecomunicaciones, Andres Michelena, implemento varios #mecanismos con el fin de,""""",positivo 
"@MetroEcuador: Algo hicimos mal hace tres semanas, nos relajamos y ahora estamos con las consecuencias, 
dijo Yunda en el conversatorio,""""",negativo
36 personas en una residencia de adultos mayores de Ecuador están infectadas de covid-19 | El Comercio https://t.co/aTYTfNnIqO,negativo
" @cpetersenec: Robar es reprochable normalmente, pero robar mientras la gente moria en las calles es DESPRECIABLE Continua la corrupcion,""""
",negativo 
39 994 casos confirmados de coronavirus en Ecuador https://t.co/RXmYfjTZX5 https://t.co/ndADdBP6zg,negativo
"@ediriomate @MuniRiobamba @RiobambaBot @HerbarthTorresC @DiariodeRio @LaPrensaInforma 
@rbbaaldia @NapoCadena @cdolmedooficial @riobamba @EspochRio @GoberChimborazo 
@DiarioExtraEc Y Hernán, el enamorado de Mameluco se desquició porque toda #Riobamba se enteró que tiene tatuada en las nalgas la imagen del delincuente..._x000D_
_x000D_
#Anonymous _x000D_
#COVID19 _x000D_
_x000D_
👇 https://t.co/HWD3ymubC0",negativo
" @EcuadorTV: #VIDEO | La estabilizacion fiscal y un manejo adecuado de la emergencia sanitaria seran las prioridades en el ultimo año de,""""",positivo 
" @lahistoriaec: Yo no fui Ante la denuncia de sobreprecios en la compra de pruebas del 
Covid-19, el alcalde de #Quito Jorge Yunda separo,""""",negativo
" @MinturZonal6: Miercoles 20:00 | Sigue en vivo la entrevista a la Coordinadora Zonal 6, Maria Eulalia Mora en Cañar Tv Conoce las accio,""""",positivo 
" @ExpatriadoUS: Entre los tres pelafustanes q han MALVERSADO los fondos publicos d 
#ecuatorianos en plena pandemia d #CoronaVirusEc cual,""""",negativo 
"Coronavirus: Quito está con hospitales saturados y se alista para ir a un amarillo diferenciado

#ElMundoAlRevés 

https://t.co/huHlzF3r91",negativo
"Miguel Loja, exfuncionario del IESS, se encuentra prófugo desde hace un mes y ahora es objetivo de la Fuerza de Tarea de la Fiscalía. https://t.co/ITM9OVZSwn",negativo
"Los datos de #Quito reflejan ""el pico de la demanda de camas, de la demanda de atención de estos casos"" de coronavirus. ENTÉRESE: https://t.co/6B4p41hbS4",negativo
"Estos son los datos por cantones y parroquias de #Cotopaxi, #Latacunga, hasta el momento es el cantón con más casos #confirmados de #Covid19. https://t.co/DlRfyn8TsH",negativo
"📰.#2Junio - .#Ecuador🇪🇨 ▶️ Prohíbe comercio de 5 especies de tiburón en combate a la pesca ilegal.

➡️ https://t.co/SLa5llne2Y 

#News #Noticias #Informativo #Actualidad #YoSoyPlay #PlayTv #PlayMagazine #RadioPlay #newspaper #revista #magazine #periódico #health #COVID19 https://t.co/CxHrUVTPUn",positivo
"El festival de música 🎶 conquense @EstivalCuenca se ha visto obligado a aplazar su IX edición debido a la crisis del coronavirus.💔 ✅Toda la información en nuestra web 🌐
https://t.co/Erhhc0vPsO
#LifeCuenca #Cuenca #estivalcuenca #musica #cultura #arte #festival #coronavirus",negativo
"#Coronavirus I #Guayas, la provincia con más fallecidos. Le sigue #Manabí y #Pichincha. Más detalles de las cifras, a continuación&gt;&gt;  
https://t.co/CSYj08CYoX https://t.co/LesY5A4iiL",negativo
"#URGENTE | #Ecuador, cerca de los 40 mil casos confirmados de #coronavirus y  5529 muertes. https://t.co/9lWoR0qHLY",negativo
"[EN RESUMEN] | Después de un día sin entregar la información sobre la evolución de la pandemia, el Ministerio de Salud (@Salud_Ec) registró 106 fallecidos
 y 1.140 nuevos contagios de #COVIDー19. » https://t.co/G0hRwxiSW0 https://t.co/k0OCs4mFAP",negativo
"Casos de coronavirus en Ecuador: lunes 1 de junio: 39994 confirmados, 3394 fallecidos. - https://t.co/1rLBPXCaF3",negativo
